trial,seed,n,m,alpha,theta_hat_kent_scaled,theta_hat_dame_scaled,theta_hat_girgis_scaled,theta_hat_kent_orig,theta_hat_dame_orig,theta_hat_girgis_orig,scaled_mse_kent,scaled_mse_dame,scaled_mse_girgis,orig_mse_kent,orig_mse_dame,orig_mse_girgis,time_kent_s,time_dame_s,time_girgis_s,status
26,954162490,40,15,0.6,-0.1332981745081633,-0.2853256935457229,-0.5946357141084876,420.78373627628673,346.9743757835515,196.80436080032928,0.0031987671214580835,0.009114496994740012,0.16384676369163897,753.9821978906656,2148.380365254419,38620.36163144715,0.0004074573516845703,0.0001513957977294922,0.0046002864837646484,ok
27,1670198375,40,15,0.6,-0.3,-0.37680205465837524,0.6575045879511802,339.84999999999997,302.5626024633588,804.7184774502979,0.01213174066465076,0.03494889512271649,0.7180196588338812,2859.575625000002,8237.812806599288,169244.59328864876,0.00040650367736816406,0.00015354156494140625,0.002055644989013672,ok
28,1912804122,40,15,0.6,0.2,-0.2641011265555764,-0.425,582.6,357.27890305726766,279.16249999999997,0.15198755940821415,0.005512365732100558,0.05529278597875991,35825.02562500001,1299.3211048048572,13033.076406250006,0.0003924369812011719,0.00013589859008789062,0.0021965503692626953,ok
29,70887211,40,15,0.6,-0.3,0.09436909128415326,0.6008244010282586,339.84999999999997,531.3161938184564,777.2002466992195,0.01213174066465076,0.08078379948026362,0.6251752099384168,2859.575625000002,19041.569571442815,147360.20502838664,0.0009233951568603516,0.00041747093200683594,0.004039764404296875,ok
30,4033432605,40,15,0.6,0.3,-0.1465341836138313,-0.7185776571694265,631.15,414.3576538554849,136.63054744424346,0.23995872315692682,0.001876764070313637,0.27954678242842446,56560.730625,442.3725282046442,65892.04197289953,0.0004904270172119141,0.00015878677368164062,0.0022017955780029297,ok
31,204034367,40,15,0.6,0.06800359569927976,0.10907796989943493,0.30202671626543764,518.5157457120004,538.4573543861757,632.13397074687,0.06649147761680595,0.08936140999245677,0.24194842824688112,15672.722811926738,21063.400289674486,57029.7245091794,0.0003552436828613281,0.0001385211944580078,0.0019719600677490234,ok
32,944935090,40,15,0.6,-0.1,-0.11936110210357659,-0.50566042661496,436.95,427.5501849287136,240.0018628784369,0.008074068162076117,0.004969505074152032,0.09973255035280659,1903.140625,1171.3632834046437,23507.984376797638,0.0005848407745361328,0.0001938343048095703,0.0034389495849609375,ok
33,2495419935,40,15,0.6,0.1,0.05807784775990359,-0.7230991770639273,534.0500000000001,513.6967950874332,134.43534953546327,0.08401639565950146,0.061471102985852386,0.28434847919278006,19803.525625000024,14489.36905257101,67023.85111764999,0.0009670257568359375,0.00034236907958984375,0.004122257232666016,ok
34,1402458463,40,15,0.6,-0.16620753962240103,0.2557598701121962,-0.6851804585573176,404.80623951332433,609.6714169394712,152.84488737042233,0.0005592411053924033,0.19857334215439312,0.24534649880662532,131.81886076232013,46805.772122547525,57830.68457033436,0.0007545948028564453,0.0002684593200683594,0.005293130874633789,ok
35,1743689874,40,15,0.6,-0.0415190120996561,-0.14583818254038183,-0.5305528313854658,465.34251962561694,414.6955623766446,227.91660036235635,0.02200380820531194,0.0019375522969156394,0.11607445442311663,5186.523133026123,456.7009362940583,27359.938670686428,0.0010221004486083984,0.0003578662872314453,0.004561662673950195,ok
36,1052480003,40,15,0.6,-0.47811078951807867,0.07363197962136166,-0.06400368293221625,253.37721168897278,521.248326106171,454.426211936409,0.08309092817621666,0.06942581988719539,0.015838760088277764,19585.383453148082,16364.37736206578,3733.3581000979716,0.0011067390441894531,0.00041031837463378906,0.00493931770324707,ok
37,2266391996,40,15,0.6,-0.08593870635171039,0.0012852627081204938,-0.6657194382564081,443.7767580662446,486.12399504479254,162.29321272651387,0.010798766247861009,0.03653491301851925,0.22644618437586544,2545.3798919748792,8611.653481323432,53375.686730781345,0.0008578300476074219,0.0003485679626464844,0.00530242919921875,ok
38,929897814,40,15,0.6,0.2,-0.07891710021922152,-0.8762606410499612,582.6,447.185747843568,60.07545877024386,0.15198755940821415,0.012307399267823153,0.4711515800854775,35825.02562500001,2900.980158268414,111055.25672984292,0.000823974609375,0.0003211498260498047,0.0031747817993164062,ok
39,147720924,40,15,0.6,-0.4,0.06755749218129532,-0.6235648214621913,291.3,518.2991624540189,182.75927918010615,0.044160576915938096,0.06626161264129797,0.18810349903918677,10409.100624999995,15618.541281083502,44337.922784401475,0.0007836818695068359,0.0004734992980957031,0.00580596923828125,ok
40,773562922,40,15,0.6,0.1,-0.3051659406999691,-0.392168379216574,534.0500000000001,337.341935790165,295.10225189035333,0.08401639565950146,0.01329642422560116,0.040930372125145574,19803.525625000024,3134.1034783225077,9647.708246211096,0.0005841255187988281,0.000301361083984375,0.00452423095703125,ok
41,796125654,40,15,0.6,-0.3,0.1315144591903907,-0.37709378546337696,339.84999999999997,549.3502699369348,302.4209671575305,0.01213174066465076,0.10327885553934692,0.03505805618137001,2859.575625000002,24343.884858893358,8263.543187024767,0.0007100105285644531,0.0002818107604980469,0.0032165050506591797,ok
42,349841733,40,15,0.6,0.1259529213210039,0.16320042987937805,0.7698125207941902,546.6501433013474,564.733808706438,859.2439788455794,0.09973516030116941,0.12464871469170424,0.920963321911149,23508.599568378715,29380.979702160268,217080.49484850743,0.0007569789886474609,0.0002841949462890625,0.005523204803466797,ok
43,2909370068,40,15,0.6,0.06728066236530258,-0.04019440581206213,0.6721045744377593,518.1647615783544,465.98561597824386,811.8067708895321,0.0661191699170502,0.022398538520653332,0.7429757194133003,15584.96607094037,5279.565114337828,175126.99256683886,0.0008754730224609375,0.0003497600555419922,0.005081653594970703,ok
44,2411567156,40,15,0.6,-0.07744614410415904,0.008385565792196159,-0.48869110440012015,447.8998970374308,489.5711921921112,248.2404688137417,0.012635934952536745,0.03929964654265488,0.08930252795343588,2978.419386646172,9263.329511480808,21049.521189536354,0.001224517822265625,0.00037741661071777344,0.004953622817993164,ok
45,4059645843,40,15,0.6,0.2,-0.0392423778401155,0.7930652609026204,582.6,466.4478255586239,870.5331841682222,0.15198755940821415,0.02268440858077639,0.9661338488128196,35825.02562500001,5346.947617676941,227727.65103713187,0.00042319297790527344,0.00020575523376464844,0.004022359848022461,ok
46,2027593077,40,15,0.6,-0.419299172051943,-0.0490067384240997,0.5571000062007364,281.93025196878165,461.70722849509957,755.9720530104576,0.05264425237739392,0.019838463426838735,0.5579430044182194,12408.789888938623,4676.129173956009,131512.88505716962,0.000553131103515625,0.00033473968505859375,0.004058361053466797,ok
47,269078899,40,15,0.6,0.0,-0.19567567621661353,-0.3374149383484838,485.5,390.49945919683415,321.68504743181114,0.036045231910788796,3.387074100661754e-05,0.021773693778579205,8496.230625000002,7.983680830355039,5132.282803972348,0.0008013248443603516,0.00032258033752441406,0.005084037780761719,ok
48,1658436588,40,15,0.6,-0.3,-0.22907613479080374,-0.33075452746894707,339.84999999999997,374.2835365590648,324.9186769138262,0.01213174066465076,0.0015382331908454193,0.01985244612048051,2859.575625000002,362.5773299724703,4679.425038169997,0.0005431175231933594,0.00020051002502441406,0.003476858139038086,ok
49,530431852,40,15,0.6,0.1,-0.07553641295342402,-0.04268894040440936,534.0500000000001,448.8270715111126,464.77451943365924,0.08401639565950146,0.013068926540210551,0.021658090080091365,19803.525625000024,3080.4799420246572,5105.03382730085,0.0009214878082275391,0.0004162788391113281,0.004769563674926758,ok
50,4255101069,40,15,0.6,0.0,0.17846979190948953,-0.7163601419701218,485.5,572.1470839720572,137.70715107350588,0.036045231910788796,0.13566375546294432,0.2772068023762563,8496.230625000002,31977.337716109483,65340.48468980796,0.0008695125579833984,0.0003116130828857422,0.004984140396118164,ok
51,2742330166,40,15,0.6,0.11486713271810896,0.13175328365435904,-0.7283259690155935,541.2679929346419,549.4662192141914,131.89774204292934,0.0928560771475127,0.10343241474519733,0.28995010273398275,21887.129158459516,24380.080337694166,68344.21120295276,0.0012688636779785156,0.0003859996795654297,0.005038022994995117,ok
52,31049479,40,15,0.6,-0.0973784070739097,-0.039092089092118726,-1.0119573714325003,438.22278336561686,466.52079074577637,-5.805303830478899,0.0085520716691186,0.022729702178413896,0.675850962933561,2015.8109511458633,5357.623782899483,159304.9994358104,0.001538991928100586,0.0007338523864746094,0.006392955780029297,ok
53,1749872762,40,15,0.6,0.055150258710484804,0.020025307003421557,-0.35948746014638977,512.2754506039404,495.22228655016113,310.9688380989278,0.06002797798941906,0.04405008694482171,0.02877489376501708,14149.209698880464,10383.057006285651,6782.537403075616,0.0014796257019042969,0.0004658699035644531,0.005498409271240234,ok
54,1619564837,40,15,0.6,-0.2,0.12458906385072124,0.3918482457218006,388.40000000000003,545.9879904995252,675.7423232979343,0.00010290441336344012,0.09887558418973343,0.3383796186155243,24.25562499999955,23305.98866825811,79759.54449876993,0.0016608238220214844,0.0009071826934814453,0.01402902603149414,ok
55,670455357,40,15,0.6,-0.6,0.02065155928025303,0.5269472887802732,194.20000000000002,495.5263320305628,741.3329087028227,0.1682182494185127,0.04431335620246195,0.5138066949558289,39650.765624999985,10445.112268821344,121109.50451971218,0.0024750232696533203,0.0006101131439208984,0.01667952537536621,ok
56,3950242517,40,15,0.6,0.14560968163171112,-0.23764552693903976,0.7754414953407106,556.1935004321957,370.1230966710962,861.976845987915,0.1125371019420333,0.0022838562094087815,0.9317989045783135,26526.14843303214,538.3283180837957,219634.5527478804,0.0013232231140136719,0.0021715164184570312,0.01426839828491211,ok
57,2001626836,40,15,0.6,-0.14088612029186523,0.46629542432255955,-0.5981366833214998,417.0997885982994,711.8864285086026,195.10464024741182,0.0023980313664502487,0.43053445377721833,0.16669326438050727,565.2405728938289,101481.38373344156,39291.31102044547,0.0012562274932861328,0.00048232078552246094,0.0035517215728759766,ok
58,469792943,40,15,0.6,0.017150472829802355,0.15614392071145272,-0.7475038844063329,493.8265545588691,561.3078735054103,122.5868641207254,0.04285160475095732,0.11971581970293903,0.31097136513742846,10100.56246874934,28218.245791134672,73299.13821938455,0.0004189014434814453,0.00014853477478027344,0.003730297088623047,ok
59,1698338744,40,15,0.6,-0.3769870231006135,-0.02373943617688279,-0.5976198257959137,302.4728002846521,473.9745037361234,195.3555745760839,0.03501808764412005,0.027594652557039787,0.16627148544738918,8254.122193117455,6504.342452882981,39191.89340267547,0.0005156993865966797,0.0001704692840576172,0.0018842220306396484,ok
60,3425173478,40,15,0.6,0.017930862276005644,-0.1021827280759271,0.5601698802019318,494.20543363500076,435.8902855191374,757.4624768380379,0.04317530480912813,0.007686570827215573,0.5625385490786786,10176.861890385795,1811.8035313256908,132596.1020379726,0.0005145072937011719,0.0003256797790527344,0.0051860809326171875,ok
61,3588182379,40,15,0.6,-0.13677800214854616,-0.015966459583260685,0.3062058238322745,419.0942799568808,477.7482838723269,634.1629274705692,0.0028172546144942866,0.03023750922918075,0.24607715323503834,664.0557894961004,7127.290859787495,58002.90730831917,0.0004425048828125,0.0001900196075439453,0.0035011768341064453,ok
62,2386432361,40,15,0.6,0.25097230020001554,-0.06075117978168509,-0.40118675336283616,607.3470517471076,456.0053022159919,290.72383124234307,0.19432943045133416,0.016668007801476942,0.04466076392705534,45805.438634041595,3928.820285888079,10526.999830437195,0.0008399486541748047,0.0002613067626953125,0.0026171207427978516,ok
63,236192655,40,15,0.6,-0.03038875811550139,0.07860506079584718,-0.7903788892319555,470.7462579349241,523.6627570163838,101.77104927788558,0.025429743425353996,0.07207124384307391,0.3606279581888064,5994.051180226045,16987.93090406191,85003.70618167311,0.000553131103515625,0.0003082752227783203,0.005869388580322266,ok
64,1861452205,40,15,0.6,0.5761449593617419,-0.016458848471820966,-0.1304740679934342,765.2183777701257,477.5092290669309,422.1548399891877,0.5867571920579332,0.030066509299419522,0.0035261923221504687,138304.68442927345,7086.984423593498,831.1596738021657,0.00034236907958984375,0.00014066696166992188,0.004324674606323242,ok
65,753553333,40,15,0.6,0.30066898953402105,0.2833189199750631,-0.425,631.4747944187673,623.0513356478932,279.16249999999997,0.24061458753576095,0.22389433336144043,0.05529278597875991,56715.32458170111,52774.189290208495,13033.076406250006,0.0008945465087890625,0.000370025634765625,0.0038695335388183594,ok
66,282452656,40,15,0.6,0.06101772322815924,-0.19640672813025997,0.10964072267309091,515.1241046272713,390.1445334927588,538.7305708577857,0.06293753406143768,4.291441379270943e-05,0.08969817832053771,14835.021888004989,10.115367203682988,21142.780036478533,0.0003180503845214844,0.00012302398681640625,0.002672910690307617,ok
67,1316526467,40,15,0.6,0.08701690407204313,0.3009238910157609,-0.2030768782987647,527.746706926977,631.5985490881519,386.90617558594977,0.07665850463932766,0.24086472351144658,0.00017479641576217982,18069.195293162105,56774.28419506394,41.20130685840716,0.0006103515625,0.0001823902130126953,0.0023076534271240234,ok
68,985541676,40,15,0.6,-0.33308733843380817,-0.003389602523783192,-0.2703887747083951,323.7860971903861,483.8543479747033,354.2262498790742,0.020515268232776978,0.03476964979132181,0.006485556996433527,4835.659003964926,8195.562844724915,1528.712261018594,0.0003275871276855469,0.0001289844512939453,0.006316661834716797,ok
69,2600994864,40,15,0.6,0.07855190950126734,0.09508087424077201,-0.5067197167086139,523.6369520628652,531.6617644438949,239.48757753796792,0.0720427085815509,0.0811889190088494,0.10040272983360596,16981.204850434493,19137.060396805657,23665.95254976173,0.00035071372985839844,0.00014209747314453125,0.002512216567993164,ok
70,3078274660,40,15,0.6,0.21430809452614516,0.04755630283970585,-0.694399306305743,589.5465798924434,508.58858502867724,148.36913678856178,0.1633484687894845,0.056364515474669016,0.2545641308414073,38502.90841548657,13285.694033663112,60003.37492166083,0.000335693359375,0.0001246929168701172,0.0061647891998291016,ok
71,2318289377,40,15,0.6,-0.11239492950406174,0.20316179999280198,-0.32902913066455797,430.93226172577806,584.1350538965054,325.7563570623571,0.006000189361774342,0.15446284863720305,0.019369210751058453,1414.3061345111723,36408.47666798729,4565.521508434678,0.00044918060302734375,0.00021719932556152344,0.0030596256256103516,ok
72,3710138406,40,15,0.6,-0.1875527125263307,-0.39046428772561337,-0.6244751638773884,394.4431580684664,295.9295883092147,182.31730793752791,5.304298247855804e-06,0.04024375782732211,0.18889397516455494,1.2502774660765419,9485.866218417557,44524.24610953104,0.0011200904846191406,0.0009658336639404297,0.0033440589904785156,ok
73,2575429826,40,15,0.6,0.2394712110745763,0.06889175222255524,0.4784510951019586,601.7632729767067,518.9469457040506,717.7880066720008,0.1843216985324658,0.06695030548086658,0.44663413109372596,43446.513641512116,15780.87324247143,105276.24269863487,0.0005118846893310547,0.00020456314086914062,0.0037741661071777344,ok
74,1177790805,40,15,0.6,0.026627237741910247,-0.05977383384804483,-0.39973302070094185,498.4275239236975,456.4798036667743,291.4296184496927,0.04686491374529277,0.01692132279435792,0.04404843990145823,11046.540535131406,3988.5292261888067,10382.668781282699,0.0007166862487792969,0.0002720355987548828,0.004160404205322266,ok
75,537145389,40,15,0.6,-0.07044799544338472,-0.10478877072647991,-0.7627929355307353,451.2974982122367,434.62505181229403,115.16402979982799,0.014258228265286691,0.007236402658340787,0.3282569397923975,3360.8105489677873,1705.6942796981725,77373.52534270099,0.0008728504180908203,0.0001704692840576172,0.002145528793334961,ok
76,465198825,40,15,0.6,0.1,-0.041494406211567816,-0.3849147000225922,534.0500000000001,465.35446578428383,298.62391313903146,0.08401639565950146,0.022011108728488975,0.03804796716582626,19803.525625000024,5188.243941169317,8968.295852648707,0.00034117698669433594,0.00012731552124023438,0.002905130386352539,ok
77,1304027276,40,15,0.6,0.0,0.037472043985305396,0.5802267640195182,485.5,503.69267735486574,767.2000939314761,0.036045231910788796,0.05167795717287541,0.5930271842750584,8496.230625000002,12181.024204707746,139782.5858622701,0.0013892650604248047,0.0010347366333007812,0.004521846771240234,ok
78,3771922809,40,15,0.6,0.0957025389252065,-0.10561010039969165,-0.5913076059716256,531.9635826481878,434.2262962559497,198.4201573007758,0.08154357563448512,0.007097341059274966,0.16116353746860532,19220.656598698388,1672.9160354169662,37987.89770760932,0.0015888214111328125,0.0006771087646484375,0.003969669342041016,ok
79,4058557074,40,15,0.6,-0.3,0.044940191888633955,-0.33654622974739146,339.84999999999997,507.31846316193173,322.1068054576414,0.01213174066465076,0.05512916660879493,0.021518076680472002,2859.575625000002,12994.50964365069,5072.031233873231,0.00047779083251953125,0.0003204345703125,0.004556894302368164,ok
80,124794466,40,15,0.6,0.16726931450684063,-0.11536671820491251,-0.7803836230016541,566.7092521930712,429.48945831151497,106.62375103269694,0.12753836079911882,0.005548626099057238,0.34872308760188186,30062.098908550506,1307.8680449653048,82197.60615941149,0.0005776882171630859,0.00021767616271972656,0.0035250186920166016,ok
81,3430904334,40,15,0.6,0.15927167400013964,-0.07583039063000922,0.34100349223738063,562.8263977270678,448.6843453491305,651.0571954812483,0.12189000618950441,0.013001798256479308,0.2818116080551627,28730.723831429645,3064.6571174843007,66425.8845875844,0.0014336109161376953,0.0006475448608398438,0.003785848617553711,ok
82,3073313435,40,15,0.6,0.38133457309713226,0.1667702172816414,-0.0574631896143593,670.6379352386577,566.4669404902369,457.6016214422286,0.32625846373112743,0.12718212957105068,0.017527808247742974,76902.46405067999,29978.131556724733,4131.48406402756,0.0006937980651855469,0.00026154518127441406,0.004590511322021484,ok
83,2575945529,40,15,0.6,-0.3516304017731313,0.07134284356644875,-0.38648191835644924,314.7834399391447,520.1369505515108,297.8630286379439,0.02617101571439057,0.06822474119253977,0.03866182304897651,6168.776656792934,16081.270802678831,9112.987976330018,0.0007650852203369141,0.00026535987854003906,0.003943443298339844,ok
84,1464702905,40,15,0.6,0.016084347154850874,0.2094379796149542,-0.6517188835704066,493.3089505436801,587.1821391030602,169.09048202656757,0.04241135193026639,0.1594355374075725,0.2133174906512448,9996.790366321073,37580.590381223235,50281.11905077758,0.0009582042694091797,0.0003120899200439453,0.004880666732788086,ok
85,949603418,40,15,0.6,-0.1,-0.1,-0.5192311074572684,436.95,436.95,233.41329732949617,0.008074068162076117,0.008074068162076117,0.10848808081523655,1903.140625,1903.140625,25571.752650979615,0.0017485618591308594,0.0004391670227050781,0.005308628082275391,ok
86,2334916469,40,15,0.6,-0.18862478551698514,-0.36650645876531557,-0.4087466536260232,393.9226666315037,307.5611142694393,287.0534996645658,1.5154428049396536e-06,0.031205448620094674,0.04791319759554028,0.35720540241301274,7355.444095604668,11293.631783544193,0.0016438961029052734,0.0006301403045654297,0.005930662155151367,ok
87,3747359120,40,15,0.6,-0.28000267470925844,0.2623348021794191,0.4082694467495889,349.558701428655,612.863546458108,683.7148163969254,0.008126455640499769,0.20447635765071248,0.357753833221254,1915.4888906361132,48197.17338093884,84326.24546704003,0.0016705989837646484,0.0005426406860351562,0.005637645721435547,ok
88,2094696860,40,15,0.6,0.19577918915401543,-0.2528991723553173,-0.6497173039205378,580.5507963342745,362.71745182149346,170.06224894657888,0.14871435931616567,0.003974464434616643,0.2114725855491727,35053.49881300325,936.8220054995986,49846.25600794189,0.0008401870727539062,0.00031185150146484375,0.004962444305419922,ok
89,3397547297,40,15,0.6,0.1,0.12274960644332955,-0.6454989768863763,534.0500000000001,545.0949339282365,172.11024672166434,0.08401639565950146,0.09772215185627811,0.20761068756235637,19803.525625000024,23034.11284458128,48935.96706799491,0.0008423328399658203,0.00041484832763671875,0.004771232604980469,ok
