param_name,param_value,n,m,alpha,distribution,true_mean,seed,dame_estimate,dame_mse,dame_time,dame_backtrack_estimate,dame_backtrack_mse,dame_backtrack_time,status
m,80,10000,80,0.6,standard_t,0.1,2678185529,-0.04898361245383584,0.00027431714345828605,0.006276607513427734,-0.044359735864191785,0.00044886349601829813,0.007550477981567383,ok
m,80,10000,80,0.6,standard_t,0.1,781020512,-0.0870895200112157,0.01318593650660753,0.0041179656982421875,-0.1262458210376378,0.005726513729146712,0.005110025405883789,ok
m,80,10000,80,0.6,standard_t,0.1,727841268,-0.19955375275403575,0.05441857169874528,0.006913900375366211,-0.2730538636238661,0.025528937153026704,0.007544279098510742,ok
m,80,10000,80,0.6,standard_t,0.1,4204554059,0.07397764538603532,0.0013596182821280828,0.0065386295318603516,0.08900258667213053,0.00047733776029797024,0.007734060287475586,ok
m,80,10000,80,0.6,standard_t,0.1,947380072,0.19144094425690467,0.06735321711766107,0.007781028747558594,0.2854821613418996,0.027384876983232446,0.008332490921020508,ok
m,80,10000,80,0.6,standard_t,0.1,1369685350,-0.1010021684987854,0.022430603748396404,0.007614850997924805,-0.1677354825638785,0.006894842189815809,0.008302450180053711,ok
m,80,10000,80,0.6,standard_t,0.1,259495031,0.013666910045928592,0.0005875535814491773,0.007372140884399414,-0.005187377977622482,0.0018570749594739807,0.009304046630859375,ok
m,80,10000,80,0.6,standard_t,0.1,2690882795,-0.0458954508032524,0.012088937643101939,0.008284568786621094,-0.11207203736506866,0.001916085903183812,0.00926828384399414,ok
m,80,10000,80,0.6,standard_t,0.1,2028053869,-0.05424506082785066,0.009467525424827733,0.008315086364746094,-0.10137100677436804,0.002517557100850432,0.00557708740234375,ok
m,80,10000,80,0.6,standard_t,0.1,1051880743,-0.18602983655576702,0.05021488492132292,0.005181550979614258,-0.2626320118790326,0.02175170858410967,0.008438587188720703,ok
m,80,10000,80,0.6,standard_t,0.1,470475814,0.06586703931661118,0.01097842111997302,0.007079601287841797,0.09534027141196746,0.005670802201622657,0.0074541568756103516,ok
m,80,10000,80,0.6,standard_t,0.1,4125618433,0.014557749161212033,0.003829107960287175,0.004688739776611328,0.038992595714690485,0.0014021235173124619,0.005926370620727539,ok
m,80,10000,80,0.6,standard_t,0.1,2320123009,0.040181437697789084,0.003748942979342966,0.004122018814086914,0.06154455965087732,0.001589257330469792,0.005048036575317383,ok
m,80,10000,80,0.6,standard_t,0.1,1472501943,0.18560118399833495,0.0756329738506704,0.007631778717041016,0.2932137319329371,0.02802341272772656,0.009205341339111328,ok
m,80,10000,80,0.6,standard_t,0.1,2954173373,0.025983845561437437,0.004484709042514456,0.005018472671508789,0.07526383388649584,0.0003128647053983791,0.004828691482543945,ok
m,80,10000,80,0.6,standard_t,0.1,3452587823,-0.1021867654153704,0.0281619647972169,0.007318258285522461,-0.1957098543481151,0.0055193281464996245,0.007651567459106445,ok
m,80,10000,80,0.6,standard_t,0.1,1989427189,0.044823683056288234,0.004805286412667134,0.00638890266418457,0.0679796729800343,0.002131131817689519,0.008480548858642578,ok
m,80,10000,80,0.6,standard_t,0.1,2841777980,-0.04335828888256461,0.0001683427654265,0.007338285446166992,-0.03348662566751734,9.628819432210037e-06,0.007833003997802734,ok
m,80,10000,80,0.6,standard_t,0.1,1346599503,-0.20586482299836462,0.08466280584796673,0.005322933197021484,-0.3072117977943916,0.03595641266001736,0.006174564361572266,ok
m,80,10000,80,0.6,standard_t,0.1,2387800701,-0.10027240273522,0.02970324113889341,0.005719661712646484,-0.18176172394938714,0.008254987439043238,0.006514310836791992,ok
m,580,10000,580,0.6,standard_t,0.1,3607595641,0.09127801522091462,0.0007980337989055596,0.05893516540527344,0.11061379810188118,7.945421046304759e-05,0.058225393295288086,ok
m,580,10000,580,0.6,standard_t,0.1,567857515,0.1039132332952634,0.0014272610507146191,0.05042910575866699,0.13128413518432727,0.00010833076806824163,0.06083035469055176,ok
